Scaffold_10	0	10000	0	0.000000
Scaffold_10	10000	20000	1	0.230400
Scaffold_10	20000	30000	0	0.000000
Scaffold_10	30000	40000	0	0.000000
Scaffold_10	40000	50000	0	0.000000
Scaffold_10	50000	60000	0	0.000000
Scaffold_10	60000	70000	0	0.000000
Scaffold_10	70000	80000	0	0.000000
Scaffold_10	80000	90000	0	0.000000
Scaffold_10	90000	100000	1	0.020800
Scaffold_10	100000	110000	0	0.000000
Scaffold_10	110000	120000	0	0.000000
Scaffold_10	120000	130000	0	0.000000
Scaffold_10	130000	140000	0	0.000000
Scaffold_10	140000	150000	0	0.000000
Scaffold_10	150000	160000	0	0.000000
Scaffold_10	160000	170000	1	0.060300
Scaffold_10	170000	180000	0	0.000000
Scaffold_10	180000	190000	0	0.000000
Scaffold_10	190000	200000	0	0.000000
Scaffold_10	200000	210000	1	0.521800
Scaffold_10	210000	220000	1	0.471700
Scaffold_10	220000	230000	0	0.000000
Scaffold_10	230000	240000	0	0.000000
Scaffold_10	240000	250000	2	0.205000
Scaffold_10	250000	260000	0	0.000000
Scaffold_10	260000	270000	0	0.000000
Scaffold_10	270000	280000	2	0.297700
Scaffold_10	280000	290000	2	0.039000
Scaffold_10	290000	300000	0	0.000000
Scaffold_10	300000	310000	0	0.000000
Scaffold_10	310000	320000	0	0.000000
Scaffold_10	320000	330000	0	0.000000
Scaffold_10	330000	340000	1	0.610900
Scaffold_10	340000	350000	0	0.000000
Scaffold_10	350000	360000	0	0.000000
Scaffold_10	360000	370000	0	0.000000
Scaffold_10	370000	380000	0	0.000000
Scaffold_10	380000	390000	0	0.000000
Scaffold_10	390000	400000	0	0.000000
Scaffold_10	400000	410000	0	0.000000
Scaffold_10	410000	420000	0	0.000000
Scaffold_10	420000	430000	1	0.236100
Scaffold_10	430000	440000	0	0.000000
Scaffold_10	440000	450000	1	0.410100
Scaffold_10	450000	460000	0	0.000000
Scaffold_10	460000	470000	0	0.000000
Scaffold_10	470000	480000	0	0.000000
Scaffold_10	480000	490000	0	0.000000
Scaffold_10	490000	500000	0	0.000000
Scaffold_10	500000	510000	0	0.000000
Scaffold_10	510000	520000	0	0.000000
Scaffold_10	520000	530000	0	0.000000
Scaffold_10	530000	540000	0	0.000000
Scaffold_10	540000	550000	0	0.000000
Scaffold_10	550000	560000	0	0.000000
Scaffold_10	560000	570000	0	0.000000
Scaffold_10	570000	580000	1	0.260800
Scaffold_10	580000	590000	0	0.000000
Scaffold_10	590000	600000	0	0.000000
Scaffold_10	600000	610000	0	0.000000
Scaffold_10	610000	620000	0	0.000000
Scaffold_10	620000	630000	0	0.000000
Scaffold_10	630000	640000	0	0.000000
Scaffold_10	640000	650000	0	0.000000
Scaffold_10	650000	660000	1	0.072900
Scaffold_10	660000	670000	0	0.000000
Scaffold_10	670000	680000	0	0.000000
Scaffold_10	680000	690000	0	0.000000
Scaffold_10	690000	700000	0	0.000000
Scaffold_10	700000	710000	2	0.066100
Scaffold_10	710000	720000	1	0.332700
Scaffold_10	720000	730000	0	0.000000
Scaffold_10	730000	740000	0	0.000000
Scaffold_10	740000	750000	0	0.000000
Scaffold_10	750000	760000	0	0.000000
Scaffold_10	760000	770000	1	0.067800
Scaffold_10	770000	780000	0	0.000000
Scaffold_10	780000	790000	0	0.000000
Scaffold_10	790000	800000	1	0.182400
Scaffold_10	800000	810000	1	0.865500
Scaffold_10	810000	820000	1	0.078300
Scaffold_10	820000	830000	0	0.000000
Scaffold_10	830000	840000	0	0.000000
Scaffold_10	840000	850000	0	0.000000
Scaffold_10	850000	860000	0	0.000000
Scaffold_10	860000	870000	0	0.000000
Scaffold_10	870000	880000	0	0.000000
Scaffold_10	880000	890000	0	0.000000
Scaffold_10	890000	900000	0	0.000000
Scaffold_10	900000	910000	0	0.000000
Scaffold_10	910000	920000	0	0.000000
Scaffold_10	920000	930000	0	0.000000
Scaffold_10	930000	940000	0	0.000000
Scaffold_10	940000	950000	0	0.000000
Scaffold_10	950000	960000	0	0.000000
Scaffold_10	960000	970000	0	0.000000
Scaffold_10	970000	980000	0	0.000000
Scaffold_10	980000	990000	0	0.000000
Scaffold_10	990000	1000000	1	0.027900
Scaffold_10	1000000	1010000	1	0.057000
Scaffold_10	1010000	1020000	0	0.000000
Scaffold_10	1020000	1030000	0	0.000000
